-2.01523,21.0845
6.15387,-44.5242
-19.5766,2.26873
31.9866,26.383
4.33407,-37.1325
18.7385,19.2929
-2.90619,10.8686
27.2321,-19.4114
26.1053,-4.76839
13.4984,-49.0379
-18.3384,-2.14454
-45.419,15.4083
-26.6352,-8.86984
-33.4265,16.7689
24.1714,-14.7305
9.86804,-2.57049
18.8746,-28.8466
1.99087,-42.7338
-14.2487,-2.58529
-3.65082,-4.9939
-8.90788,25.2493
6.73011,-17.8078
13.5912,-4.09961
13.4385,-23.5601
1.42104,-29.3789
3.68498,22.3137
3.28679,31.706
-6.93007,-1.84919
-15.608,-19.2257
24.1574,-19.919
-16.4229,-13.7757
28.9972,-22.6342
36.5853,-5.76827
9.89438,-12.9263
-6.98809,-20.8261
14.4018,-3.29659
2.61656,4.16752
16.3968,-45.7663
-32.9685,-15.9149
-1.20895,17.8629
10.2129,-36.1236
-2.37487,36.9746
19.0326,26.4607
0.613052,-42.4864
16.9594,-5.04846
28.1121,10.5629
-32.8544,-26.5948
-1.32533,39.8459
-25.8203,32.2897
-8.2138,0.489748
15.649,-1.17745
-22.0987,-22.6184
26.5739,-24.1249
-7.54561,-18.1146
12.5386,-15.8957
19.1472,-14.334
5.29639,43.7349
30.9672,-24.1301
37.1708,3.41322
25.1077,7.12001
26.007,16.7264
27.7037,10.7641
13.1836,-10.5113
4.63342,-37.6781
-43.2933,19.4616
-17.3855,28.1457
35.1422,3.71639
17.0117,-19.3173
-32.6903,8.05316
37.6907,19.8183
-3.61706,31.3457
-45.878,-10.6576
-12.2333,27.2544
-11.9831,21.2303
20.7372,30.2614
-6.24187,-40.6112
24.8373,-5.05313
25.7297,-31.789
29.5207,-4.04328
30.9633,12.3554
34.8958,11.9858
8.06989,-43.2323
-1.04213,-30.4352
4.64381,-19.1467
0.653247,-34.603
-26.8097,32.5323
26.5596,40.3763
-21.5887,-18.8221
-27.6198,14.6896
17.0715,-49.3086
32.1832,-33.977
-38.2754,19.0159
15.5284,-31.6551
-5.7548,-2.90641
8.43412,-4.27149
-27.5926,17.0476
-20.0408,24.0638
-3.84727,-4.00716
6.63255,18.4704
-31.487,-35.1512
-31.9827,-20.7226
